    "Time",    "Rainfall",     "Outflow",     "Outflow",   "Total Sed","     0.200mm","     0.300mm","     0.030mm","     0.010mm","     0.002mm"
      3.80,      100.0003,       6.03430,     0.0000838,     0.0027692,     0.0017250,     0.0006452,     0.0002634,     0.0000978,     0.0000379
      3.90,       99.9997,       6.53383,     0.0000907,     0.0028160,     0.0017541,     0.0006561,     0.0002678,     0.0000994,     0.0000386
      4.00,      100.0000,       7.12710,     0.0000990,     0.0028669,     0.0017858,     0.0006680,     0.0002726,     0.0001012,     0.0000393
      4.10,      100.0003,       7.78276,     0.0001081,     0.0029180,     0.0018177,     0.0006799,     0.0002775,     0.0001030,     0.0000400
      4.20,       99.9997,       8.47381,     0.0001177,     0.0029669,     0.0018481,     0.0006913,     0.0002822,     0.0001047,     0.0000406
      4.30,      100.0000,       9.17832,     0.0001275,     0.0030121,     0.0018762,     0.0007018,     0.0002864,     0.0001063,     0.0000413
      4.40,       99.9997,       9.88003,     0.0001372,     0.0030531,     0.0019018,     0.0007114,     0.0002904,     0.0001078,     0.0000418
      4.50,      100.0003,      10.56858,     0.0001468,     0.0030901,     0.0019248,     0.0007200,     0.0002939,     0.0001091,     0.0000423
      4.60,      100.0000,      11.23923,     0.0001561,     0.0031235,     0.0019456,     0.0007278,     0.0002970,     0.0001103,     0.0000428
      4.70,      100.0000,      11.89232,     0.0001652,     0.0031541,     0.0019647,     0.0007349,     0.0003000,     0.0001113,     0.0000432
      4.80,      100.0000,      12.53241,     0.0001741,     0.0031826,     0.0019824,     0.0007415,     0.0003027,     0.0001123,     0.0000436
      4.90,      100.0000,      13.16717,     0.0001829,     0.0032098,     0.0019994,     0.0007479,     0.0003052,     0.0001133,     0.0000440
      5.00,      100.0000,      13.80638,     0.0001918,     0.0032363,     0.0020159,     0.0007541,     0.0003078,     0.0001142,     0.0000443
      5.10,      100.0000,      14.46086,     0.0002008,     0.0032629,     0.0020324,     0.0007602,     0.0003103,     0.0001152,     0.0000447
      5.20,      100.0000,      15.14157,     0.0002103,     0.0032897,     0.0020492,     0.0007665,     0.0003129,     0.0001161,     0.0000451
      5.30,      100.0000,      15.85878,     0.0002203,     0.0033172,     0.0020663,     0.0007729,     0.0003155,     0.0001171,     0.0000454
      5.40,      100.0000,      16.62151,     0.0002309,     0.0033453,     0.0020838,     0.0007795,     0.0003181,     0.0001181,     0.0000458
      5.50,      100.0000,      17.43694,     0.0002422,     0.0033741,     0.0021017,     0.0007862,     0.0003209,     0.0001191,     0.0000462
      5.60,      100.0000,      18.31026,     0.0002543,     0.0034032,     0.0021199,     0.0007930,     0.0003236,     0.0001201,     0.0000466
      5.70,       99.9995,      19.24427,     0.0002673,     0.0034325,     0.0021381,     0.0007998,     0.0003264,     0.0001212,     0.0000470
      5.80,      100.0006,      20.23958,     0.0002811,     0.0034615,     0.0021562,     0.0008065,     0.0003292,     0.0001222,     0.0000474
      5.90,      100.0000,      21.29452,     0.0002958,     0.0034899,     0.0021739,     0.0008132,     0.0003319,     0.0001232,     0.0000478
      6.00,      100.0000,      22.40543,     0.0003112,     0.0035173,     0.0021909,     0.0008195,     0.0003345,     0.0001242,     0.0000482
      6.10,      100.0000,      23.56680,     0.0003273,     0.0035432,     0.0022070,     0.0008256,     0.0003370,     0.0001251,     0.0000485
      6.20,       99.9995,      24.77170,     0.0003440,     0.0035673,     0.0022221,     0.0008312,     0.0003392,     0.0001259,     0.0000489
      6.30,      100.0006,      26.01213,     0.0003613,     0.0035893,     0.0022358,     0.0008363,     0.0003413,     0.0001267,     0.0000492
      6.40,      100.0000,      27.27933,     0.0003789,     0.0036091,     0.0022481,     0.0008409,     0.0003432,     0.0001274,     0.0000494
      6.50,       99.9995,      28.56419,     0.0003967,     0.0036263,     0.0022588,     0.0008449,     0.0003449,     0.0001280,     0.0000497
      6.60,      100.0006,      29.85760,     0.0004147,     0.0036410,     0.0022680,     0.0008484,     0.0003463,     0.0001285,     0.0000499
      6.70,       99.9995,      31.15072,     0.0004326,     0.0036532,     0.0022755,     0.0008512,     0.0003474,     0.0001290,     0.0000500
      6.80,      100.0000,      32.43525,     0.0004505,     0.0036627,     0.0022815,     0.0008534,     0.0003483,     0.0001293,     0.0000502
      6.90,      100.0006,      33.70359,     0.0004681,     0.0036698,     0.0022859,     0.0008551,     0.0003490,     0.0001295,     0.0000503
      7.00,       99.9995,      34.94905,     0.0004854,     0.0036745,     0.0022888,     0.0008562,     0.0003494,     0.0001297,     0.0000503
      7.10,      100.0000,      36.16583,     0.0005023,     0.0036770,     0.0022904,     0.0008567,     0.0003497,     0.0001298,     0.0000504
      7.20,      100.0006,      37.34912,     0.0005187,     0.0036774,     0.0022907,     0.0008568,     0.0003497,     0.0001298,     0.0000504
      7.30,      100.0000,      38.49509,     0.0005346,     0.0036760,     0.0022898,     0.0008565,     0.0003496,     0.0001298,     0.0000504
      7.40,       99.9995,      39.60084,     0.0005500,     0.0036730,     0.0022879,     0.0008558,     0.0003493,     0.0001297,     0.0000503
      7.50,      100.0000,      40.66431,     0.0005648,     0.0036686,     0.0022852,     0.0008548,     0.0003489,     0.0001295,     0.0000503
      7.60,      100.0000,      41.68423,     0.0005789,     0.0036629,     0.0022816,     0.0008535,     0.0003483,     0.0001293,     0.0000502
      7.70,      100.0006,      42.66003,     0.0005925,     0.0036562,     0.0022775,     0.0008519,     0.0003477,     0.0001291,     0.0000501
      7.80,      100.0000,      43.59172,     0.0006054,     0.0036487,     0.0022728,     0.0008501,     0.0003470,     0.0001288,     0.0000500
      7.90,       99.9995,      44.47984,     0.0006178,     0.0036405,     0.0022676,     0.0008482,     0.0003462,     0.0001285,     0.0000499
      8.00,      100.0000,      45.32529,     0.0006295,     0.0036318,     0.0022622,     0.0008462,     0.0003454,     0.0001282,     0.0000498
      8.10,      100.0000,      46.12935,     0.0006407,     0.0036227,     0.0022566,     0.0008441,     0.0003445,     0.0001279,     0.0000496
      8.20,      100.0000,      46.89351,     0.0006513,     0.0036134,     0.0022508,     0.0008419,     0.0003436,     0.0001276,     0.0000495
      8.30,      100.0006,      47.61946,     0.0006614,     0.0036040,     0.0022450,     0.0008397,     0.0003427,     0.0001272,     0.0000494
      8.40,       99.9995,      48.30901,     0.0006710,     0.0035947,     0.0022391,     0.0008376,     0.0003419,     0.0001269,     0.0000492
      8.50,      100.0000,      48.96403,     0.0006800,     0.0035854,     0.0022334,     0.0008354,     0.0003410,     0.0001266,     0.0000491
      8.60,      100.0000,      49.58644,     0.0006887,     0.0035764,     0.0022277,     0.0008333,     0.0003401,     0.0001262,     0.0000490
      8.70,      100.0000,      50.17816,     0.0006969,     0.0035675,     0.0022222,     0.0008312,     0.0003393,     0.0001259,     0.0000489
      8.80,      100.0006,      50.74104,     0.0007047,     0.0035590,     0.0022169,     0.0008293,     0.0003385,     0.0001256,     0.0000488
      8.90,       99.9989,      51.27693,     0.0007122,     0.0035509,     0.0022118,     0.0008274,     0.0003377,     0.0001253,     0.0000486
      9.00,      100.0006,      51.78759,     0.0007193,     0.0035431,     0.0022070,     0.0008255,     0.0003369,     0.0001251,     0.0000485
      9.10,      100.0000,      52.27470,     0.0007260,     0.0035358,     0.0022024,     0.0008238,     0.0003363,     0.0001248,     0.0000484
      9.20,      100.0000,      52.73985,     0.0007325,     0.0035289,     0.0021981,     0.0008222,     0.0003356,     0.0001246,     0.0000483
      9.30,      100.0000,      53.18456,     0.0007387,     0.0035224,     0.0021941,     0.0008207,     0.0003350,     0.0001243,     0.0000483
      9.40,       99.9995,      53.61024,     0.0007446,     0.0035165,     0.0021904,     0.0008193,     0.0003344,     0.0001241,     0.0000482
      9.50,      100.0006,      54.01821,     0.0007502,     0.0035110,     0.0021870,     0.0008181,     0.0003339,     0.0001239,     0.0000481
      9.60,       99.9995,      54.40971,     0.0007557,     0.0035060,     0.0021839,     0.0008169,     0.0003334,     0.0001238,     0.0000480
      9.70,      100.0006,      54.78586,     0.0007609,     0.0035015,     0.0021811,     0.0008158,     0.0003330,     0.0001236,     0.0000480
      9.80,      100.0006,      55.14776,     0.0007659,     0.0034974,     0.0021786,     0.0008149,     0.0003326,     0.0001235,     0.0000479
      9.90,       99.9995,      55.49636,     0.0007708,     0.0034938,     0.0021763,     0.0008141,     0.0003323,     0.0001233,     0.0000479
     10.00,       99.9995,      55.83257,     0.0007754,     0.0034907,     0.0021744,     0.0008133,     0.0003320,     0.0001232,     0.0000478
     10.10,      100.0006,      56.15722,     0.0007800,     0.0034880,     0.0021727,     0.0008127,     0.0003317,     0.0001231,     0.0000478
     10.20,       99.9995,      56.47110,     0.0007843,     0.0034857,     0.0021712,     0.0008122,     0.0003315,     0.0001230,     0.0000478
     10.30,      100.0006,      56.77488,     0.0007885,     0.0034838,     0.0021701,     0.0008117,     0.0003313,     0.0001230,     0.0000477
     10.40,       99.9995,      57.06920,     0.0007926,     0.0034823,     0.0021692,     0.0008114,     0.0003312,     0.0001229,     0.0000477
     10.50,      100.0006,      57.35468,     0.0007966,     0.0034812,     0.0021685,     0.0008111,     0.0003311,     0.0001229,     0.0000477
     10.60,       99.9995,      57.63185,     0.0008004,     0.0034805,     0.0021680,     0.0008110,     0.0003310,     0.0001229,     0.0000477
     10.70,      100.0006,      57.90121,     0.0008042,     0.0034801,     0.0021677,     0.0008109,     0.0003310,     0.0001228,     0.0000477
     10.80,      100.0006,      58.16320,     0.0008078,     0.0034800,     0.0021677,     0.0008108,     0.0003309,     0.0001228,     0.0000477
     10.90,       99.9995,      58.41827,     0.0008114,     0.0034802,     0.0021678,     0.0008109,     0.0003310,     0.0001229,     0.0000477
     11.00,       99.9995,      58.66679,     0.0008148,     0.0034807,     0.0021681,     0.0008110,     0.0003310,     0.0001229,     0.0000477
     11.10,      100.0006,      58.90912,     0.0008182,     0.0034815,     0.0021686,     0.0008112,     0.0003311,     0.0001229,     0.0000477
     11.20,       99.9995,      59.14558,     0.0008215,     0.0034825,     0.0021693,     0.0008114,     0.0003312,     0.0001229,     0.0000477
     11.30,      100.0006,      59.37646,     0.0008247,     0.0034838,     0.0021700,     0.0008117,     0.0003313,     0.0001230,     0.0000477
     11.40,      100.0006,      59.60206,     0.0008278,     0.0034853,     0.0021710,     0.0008121,     0.0003314,     0.0001230,     0.0000477
     11.50,       99.9983,      59.82262,     0.0008309,     0.0034870,     0.0021720,     0.0008125,     0.0003316,     0.0001231,     0.0000478
     11.60,      100.0006,      60.03838,     0.0008339,     0.0034889,     0.0021732,     0.0008129,     0.0003318,     0.0001232,     0.0000478
     11.70,      100.0006,      60.24955,     0.0008368,     0.0034910,     0.0021745,     0.0008134,     0.0003320,     0.0001232,     0.0000478
     11.80,       99.9995,      60.45634,     0.0008397,     0.0034932,     0.0021759,     0.0008139,     0.0003322,     0.0001233,     0.0000479
     11.90,      100.0006,      60.65894,     0.0008425,     0.0034956,     0.0021774,     0.0008145,     0.0003324,     0.0001234,     0.0000479
     12.00,       99.9995,      60.85751,     0.0008452,     0.0034981,     0.0021790,     0.0008151,     0.0003327,     0.0001235,     0.0000479
     12.10,      100.0006,      61.05224,     0.0008479,     0.0035008,     0.0021807,     0.0008157,     0.0003329,     0.0001236,     0.0000480
     12.20,       99.9995,      61.24327,     0.0008506,     0.0035036,     0.0021824,     0.0008163,     0.0003332,     0.0001237,     0.0000480
     12.30,      100.0006,      61.43072,     0.0008532,     0.0035065,     0.0021842,     0.0008170,     0.0003335,     0.0001238,     0.0000480
     12.40,       99.9995,      61.61475,     0.0008558,     0.0035095,     0.0021861,     0.0008177,     0.0003338,     0.0001239,     0.0000481
     12.50,       99.9995,      61.79546,     0.0008583,     0.0035126,     0.0021880,     0.0008184,     0.0003341,     0.0001240,     0.0000481
     12.60,      100.0006,      61.97299,     0.0008607,     0.0035158,     0.0021900,     0.0008192,     0.0003344,     0.0001241,     0.0000482
     12.70,      100.0006,      62.14743,     0.0008631,     0.0035191,     0.0021920,     0.0008199,     0.0003347,     0.0001242,     0.0000482
     12.80,       99.9995,      62.31889,     0.0008655,     0.0035224,     0.0021941,     0.0008207,     0.0003350,     0.0001243,     0.0000483
     12.90,      100.0006,      62.48748,     0.0008679,     0.0035257,     0.0021962,     0.0008215,     0.0003353,     0.0001245,     0.0000483
     13.00,       99.9995,      62.65327,     0.0008702,     0.0035292,     0.0021983,     0.0008223,     0.0003356,     0.0001246,     0.0000483
     13.10,       99.9995,      62.81636,     0.0008724,     0.0035326,     0.0022005,     0.0008231,     0.0003360,     0.0001247,     0.0000484
     13.20,      100.0006,      62.97683,     0.0008747,     0.0035361,     0.0022027,     0.0008239,     0.0003363,     0.0001248,     0.0000484
     13.30,      100.0006,      63.13475,     0.0008769,     0.0035397,     0.0022049,     0.0008247,     0.0003366,     0.0001250,     0.0000485
     13.40,       99.9995,      63.29021,     0.0008790,     0.0035433,     0.0022071,     0.0008256,     0.0003370,     0.0001251,     0.0000485
     13.50,       99.9995,      63.44327,     0.0008811,     0.0035469,     0.0022093,     0.0008264,     0.0003373,     0.0001252,     0.0000486
     13.60,      100.0006,      63.59399,     0.0008832,     0.0035505,     0.0022116,     0.0008273,     0.0003376,     0.0001253,     0.0000486
     13.70,       99.9995,      63.74246,     0.0008853,     0.0035541,     0.0022138,     0.0008281,     0.0003380,     0.0001255,     0.0000487
     13.80,      100.0006,      63.88872,     0.0008873,     0.0035577,     0.0022161,     0.0008290,     0.0003383,     0.0001256,     0.0000487
     13.90,      100.0006,      64.03283,     0.0008893,     0.0035614,     0.0022184,     0.0008298,     0.0003387,     0.0001257,     0.0000488
     14.00,       99.9995,      64.17485,     0.0008913,     0.0035650,     0.0022207,     0.0008307,     0.0003390,     0.0001258,     0.0000488
     14.10,       99.9995,      64.31483,     0.0008933,     0.0035687,     0.0022229,     0.0008315,     0.0003394,     0.0001260,     0.0000489
     14.20,      100.0017,      64.45284,     0.0008952,     0.0035723,     0.0022252,     0.0008324,     0.0003397,     0.0001261,     0.0000489
     14.30,       99.9983,      64.58889,     0.0008971,     0.0035760,     0.0022275,     0.0008332,     0.0003401,     0.0001262,     0.0000490
     14.40,       99.9995,      64.72306,     0.0008989,     0.0035796,     0.0022297,     0.0008340,     0.0003404,     0.0001264,     0.0000490
     14.50,      100.0017,      64.85539,     0.0009008,     0.0035832,     0.0022320,     0.0008349,     0.0003408,     0.0001265,     0.0000491
     14.60,       99.9995,      64.98592,     0.0009026,     0.0035868,     0.0022342,     0.0008357,     0.0003411,     0.0001266,     0.0000491
     14.70,      100.0006,      65.11469,     0.0009044,     0.0035904,     0.0022365,     0.0008366,     0.0003415,     0.0001267,     0.0000492
     14.80,       99.9995,      65.24174,     0.0009061,     0.0035940,     0.0022387,     0.0008374,     0.0003418,     0.0001269,     0.0000492
     14.90,       99.9995,      65.36713,     0.0009079,     0.0035976,     0.0022409,     0.0008382,     0.0003421,     0.0001270,     0.0000493
     15.00,      100.0006,      65.49087,     0.0009096,     0.0036011,     0.0022431,     0.0008391,     0.0003425,     0.0001271,     0.0000493
     15.10,       99.9995,      65.61299,     0.0009113,     0.0036047,     0.0022453,     0.0008399,     0.0003428,     0.0001272,     0.0000494
     15.20,      100.0006,      65.73357,     0.0009130,     0.0036082,     0.0022475,     0.0008407,     0.0003431,     0.0001274,     0.0000494
     15.30,       99.9995,      65.85261,     0.0009146,     0.0036116,     0.0022497,     0.0008415,     0.0003435,     0.0001275,     0.0000495
     15.40,       99.9995,      65.97015,     0.0009162,     0.0036151,     0.0022519,     0.0008423,     0.0003438,     0.0001276,     0.0000495
     15.50,      100.0017,      66.08622,     0.0009179,     0.0036186,     0.0022540,     0.0008431,     0.0003441,     0.0001277,     0.0000496
     15.60,       99.9995,      66.20086,     0.0009194,     0.0036220,     0.0022561,     0.0008439,     0.0003444,     0.0001279,     0.0000496
     15.70,      100.0006,      66.31409,     0.0009210,     0.0036254,     0.0022582,     0.0008447,     0.0003448,     0.0001280,     0.0000497
     15.80,       99.9995,      66.42594,     0.0009226,     0.0036287,     0.0022603,     0.0008455,     0.0003451,     0.0001281,     0.0000497
     15.90,       99.9995,      66.53645,     0.0009241,     0.0036321,     0.0022624,     0.0008463,     0.0003454,     0.0001282,     0.0000498
     16.00,      100.0006,      66.64564,     0.0009256,     0.0036354,     0.0022645,     0.0008470,     0.0003457,     0.0001283,     0.0000498
     16.10,       99.9995,      66.75351,     0.0009271,     0.0036387,     0.0022665,     0.0008478,     0.0003460,     0.0001284,     0.0000498
     16.20,      100.0006,      66.86014,     0.0009286,     0.0036419,     0.0022685,     0.0008486,     0.0003463,     0.0001286,     0.0000499
     16.30,       99.9995,      66.96552,     0.0009301,     0.0036451,     0.0022706,     0.0008493,     0.0003467,     0.0001287,     0.0000499
     16.40,       99.9995,      67.06968,     0.0009315,     0.0036483,     0.0022726,     0.0008501,     0.0003470,     0.0001288,     0.0000500
     16.50,      100.0006,      67.17264,     0.0009329,     0.0036515,     0.0022745,     0.0008508,     0.0003473,     0.0001289,     0.0000500
     16.60,       99.9995,      67.27442,     0.0009344,     0.0036547,     0.0022765,     0.0008515,     0.0003476,     0.0001290,     0.0000501
     16.70,      100.0017,      67.37505,     0.0009358,     0.0036578,     0.0022784,     0.0008523,     0.0003479,     0.0001291,     0.0000501
     16.80,       99.9995,      67.47456,     0.0009371,     0.0036609,     0.0022804,     0.0008530,     0.0003481,     0.0001292,     0.0000502
     16.90,       99.9995,      67.57297,     0.0009385,     0.0036639,     0.0022823,     0.0008537,     0.0003484,     0.0001293,     0.0000502
     17.00,      100.0006,      67.67027,     0.0009399,     0.0036670,     0.0022842,     0.0008544,     0.0003487,     0.0001294,     0.0000502
     17.10,       99.9995,      67.76652,     0.0009412,     0.0036700,     0.0022860,     0.0008551,     0.0003490,     0.0001296,     0.0000503
     17.20,      100.0006,      67.86172,     0.0009425,     0.0036730,     0.0022879,     0.0008558,     0.0003493,     0.0001297,     0.0000503
     17.30,       99.9995,      67.95588,     0.0009438,     0.0036759,     0.0022897,     0.0008565,     0.0003496,     0.0001298,     0.0000504
     17.40,       99.9995,      68.04903,     0.0009451,     0.0036789,     0.0022916,     0.0008572,     0.0003499,     0.0001299,     0.0000504
     17.50,      100.0006,      68.14120,     0.0009464,     0.0036818,     0.0022934,     0.0008579,     0.0003501,     0.0001300,     0.0000504
     17.60,       99.9995,      68.23239,     0.0009477,     0.0036846,     0.0022952,     0.0008585,     0.0003504,     0.0001301,     0.0000505
     17.70,      100.0017,      68.32262,     0.0009489,     0.0036875,     0.0022969,     0.0008592,     0.0003507,     0.0001302,     0.0000505
     17.80,       99.9983,      68.41191,     0.0009502,     0.0036903,     0.0022987,     0.0008598,     0.0003509,     0.0001303,     0.0000506
     17.90,       99.9995,      68.50027,     0.0009514,     0.0036931,     0.0023004,     0.0008605,     0.0003512,     0.0001304,     0.0000506
     18.00,      100.0017,      68.58774,     0.0009526,     0.0036959,     0.0023022,     0.0008611,     0.0003515,     0.0001305,     0.0000506
     18.10,       99.9995,      68.67429,     0.0009538,     0.0036986,     0.0023039,     0.0008618,     0.0003517,     0.0001306,     0.0000507
     18.20,      100.0006,      68.75999,     0.0009550,     0.0037013,     0.0023056,     0.0008624,     0.0003520,     0.0001307,     0.0000507
     18.30,       99.9995,      68.84481,     0.0009562,     0.0037040,     0.0023072,     0.0008630,     0.0003523,     0.0001308,     0.0000507
     18.40,       99.9995,      68.92879,     0.0009573,     0.0037067,     0.0023089,     0.0008637,     0.0003525,     0.0001308,     0.0000508
     18.50,      100.0006,      69.01192,     0.0009585,     0.0037093,     0.0023105,     0.0008643,     0.0003528,     0.0001309,     0.0000508
     18.60,       99.9995,      69.09423,     0.0009596,     0.0037119,     0.0023122,     0.0008649,     0.0003530,     0.0001310,     0.0000509
     18.70,      100.0006,      69.17574,     0.0009608,     0.0037145,     0.0023138,     0.0008655,     0.0003533,     0.0001311,     0.0000509
     18.80,       99.9995,      69.25644,     0.0009619,     0.0037171,     0.0023154,     0.0008661,     0.0003535,     0.0001312,     0.0000509
     18.90,       99.9995,      69.33637,     0.0009630,     0.0037197,     0.0023170,     0.0008667,     0.0003537,     0.0001313,     0.0000510
     19.00,      100.0017,      69.41553,     0.0009641,     0.0037222,     0.0023185,     0.0008673,     0.0003540,     0.0001314,     0.0000510
     19.10,       99.9995,      69.49393,     0.0009652,     0.0037247,     0.0023201,     0.0008679,     0.0003542,     0.0001315,     0.0000510
     19.20,       99.9995,      69.57159,     0.0009663,     0.0037272,     0.0023216,     0.0008684,     0.0003545,     0.0001316,     0.0000511
     19.30,       99.9995,      69.64852,     0.0009673,     0.0037296,     0.0023232,     0.0008690,     0.0003547,     0.0001317,     0.0000511
     19.40,       99.9995,      69.72472,     0.0009684,     0.0037320,     0.0023247,     0.0008696,     0.0003549,     0.0001317,     0.0000511
     19.50,      100.0017,      69.80021,     0.0009694,     0.0037344,     0.0023262,     0.0008701,     0.0003551,     0.0001318,     0.0000512
     19.60,       99.9995,      69.87500,     0.0009705,     0.0037368,     0.0023277,     0.0008707,     0.0003554,     0.0001319,     0.0000512
     19.70,      100.0017,      69.94910,     0.0009715,     0.0037392,     0.0023291,     0.0008712,     0.0003556,     0.0001320,     0.0000512
     19.80,       99.9995,      70.02251,     0.0009725,     0.0037415,     0.0023306,     0.0008718,     0.0003558,     0.0001321,     0.0000513
     19.90,       99.9995,      70.09527,     0.0009735,     0.0037439,     0.0023321,     0.0008723,     0.0003560,     0.0001322,     0.0000513
     20.00,       99.9995,      70.16735,     0.0009745,     0.0037462,     0.0023335,     0.0008729,     0.0003563,     0.0001322,     0.0000513
     20.10,       99.9995,      70.23878,     0.0009755,     0.0037485,     0.0023349,     0.0008734,     0.0003565,     0.0001323,     0.0000514
     20.20,      100.0017,      70.30959,     0.0009765,     0.0037507,     0.0023363,     0.0008739,     0.0003567,     0.0001324,     0.0000514
     20.30,       99.9995,      70.37977,     0.0009775,     0.0037530,     0.0023377,     0.0008744,     0.0003569,     0.0001325,     0.0000514
     20.40,       99.9995,      70.44933,     0.0009785,     0.0037552,     0.0023391,     0.0008750,     0.0003571,     0.0001326,     0.0000514
     20.50,       99.9995,      70.51827,     0.0009794,     0.0037574,     0.0023405,     0.0008755,     0.0003573,     0.0001326,     0.0000515
     20.60,       99.9995,      70.58661,     0.0009804,     0.0037596,     0.0023418,     0.0008760,     0.0003575,     0.0001327,     0.0000515
     20.70,      100.0017,      70.65436,     0.0009813,     0.0037617,     0.0023432,     0.0008765,     0.0003577,     0.0001328,     0.0000515
