    "Time",    "Rainfall",     "Outflow",     "Outflow",   "Total Sed","     0.200mm","     0.300mm","     0.030mm","     0.010mm","     0.002mm"
      3.80,      100.0003,       4.49182,     0.0000624,     0.0012271,     0.0007644,     0.0002859,     0.0001167,     0.0000433,     0.0000168
      3.90,       99.9997,       4.88178,     0.0000678,     0.0012477,     0.0007772,     0.0002907,     0.0001187,     0.0000440,     0.0000171
      4.00,      100.0000,       5.28809,     0.0000734,     0.0012677,     0.0007896,     0.0002954,     0.0001206,     0.0000447,     0.0000174
      4.10,      100.0003,       5.71073,     0.0000793,     0.0012870,     0.0008017,     0.0002999,     0.0001224,     0.0000454,     0.0000176
      4.20,       99.9997,       6.14967,     0.0000854,     0.0013058,     0.0008134,     0.0003043,     0.0001242,     0.0000461,     0.0000179
      4.30,      100.0000,       6.47023,     0.0000899,     0.0013190,     0.0008216,     0.0003073,     0.0001254,     0.0000466,     0.0000181
      4.40,       99.9997,       6.90218,     0.0000959,     0.0013362,     0.0008323,     0.0003113,     0.0001271,     0.0000472,     0.0000183
      4.50,      100.0003,       7.41798,     0.0001030,     0.0013553,     0.0008442,     0.0003158,     0.0001289,     0.0000478,     0.0000186
      4.60,      100.0000,       7.99308,     0.0001110,     0.0013751,     0.0008565,     0.0003204,     0.0001308,     0.0000485,     0.0000188
      4.70,      100.0000,       8.60604,     0.0001195,     0.0013944,     0.0008686,     0.0003249,     0.0001326,     0.0000492,     0.0000191
      4.80,      100.0000,       9.23865,     0.0001283,     0.0014127,     0.0008799,     0.0003291,     0.0001343,     0.0000499,     0.0000194
      4.90,      100.0000,       9.87629,     0.0001372,     0.0014295,     0.0008904,     0.0003331,     0.0001359,     0.0000505,     0.0000196
      5.00,      100.0000,      10.50809,     0.0001459,     0.0014448,     0.0009000,     0.0003366,     0.0001374,     0.0000510,     0.0000198
      5.10,      100.0000,      11.12696,     0.0001545,     0.0014587,     0.0009086,     0.0003399,     0.0001387,     0.0000515,     0.0000200
      5.20,      100.0000,      11.72937,     0.0001629,     0.0014712,     0.0009164,     0.0003428,     0.0001399,     0.0000519,     0.0000202
      5.30,      100.0000,      12.31499,     0.0001710,     0.0014827,     0.0009235,     0.0003455,     0.0001410,     0.0000523,     0.0000203
      5.40,      100.0000,      12.88624,     0.0001790,     0.0014932,     0.0009301,     0.0003479,     0.0001420,     0.0000527,     0.0000205
      5.50,      100.0000,      13.44768,     0.0001868,     0.0015032,     0.0009364,     0.0003503,     0.0001430,     0.0000531,     0.0000206
      5.60,      100.0000,      14.00549,     0.0001945,     0.0015128,     0.0009423,     0.0003525,     0.0001439,     0.0000534,     0.0000207
      5.70,       99.9995,      14.56685,     0.0002023,     0.0015223,     0.0009482,     0.0003547,     0.0001448,     0.0000537,     0.0000209
      5.80,      100.0006,      15.13941,     0.0002103,     0.0015318,     0.0009542,     0.0003569,     0.0001457,     0.0000541,     0.0000210
      5.90,      100.0000,      15.73085,     0.0002185,     0.0015415,     0.0009602,     0.0003592,     0.0001466,     0.0000544,     0.0000211
      6.00,      100.0000,      16.34847,     0.0002271,     0.0015514,     0.0009663,     0.0003615,     0.0001475,     0.0000548,     0.0000213
      6.10,      100.0000,      16.99877,     0.0002361,     0.0015616,     0.0009727,     0.0003638,     0.0001485,     0.0000551,     0.0000214
      6.20,       99.9995,      17.68735,     0.0002457,     0.0015721,     0.0009792,     0.0003663,     0.0001495,     0.0000555,     0.0000215
      6.30,      100.0006,      18.41859,     0.0002558,     0.0015828,     0.0009859,     0.0003688,     0.0001505,     0.0000559,     0.0000217
      6.40,      100.0000,      19.19557,     0.0002666,     0.0015938,     0.0009928,     0.0003714,     0.0001516,     0.0000563,     0.0000218
      6.50,       99.9995,      20.02001,     0.0002781,     0.0016049,     0.0009997,     0.0003739,     0.0001526,     0.0000567,     0.0000220
      6.60,      100.0006,      20.89231,     0.0002902,     0.0016159,     0.0010066,     0.0003765,     0.0001537,     0.0000570,     0.0000221
      6.70,       99.9995,      21.81150,     0.0003029,     0.0016269,     0.0010134,     0.0003791,     0.0001547,     0.0000574,     0.0000223
      6.80,      100.0000,      22.77547,     0.0003163,     0.0016377,     0.0010201,     0.0003816,     0.0001557,     0.0000578,     0.0000224
      6.90,      100.0006,      23.78092,     0.0003303,     0.0016480,     0.0010266,     0.0003840,     0.0001567,     0.0000582,     0.0000226
      7.00,       99.9995,      24.82372,     0.0003448,     0.0016580,     0.0010327,     0.0003863,     0.0001577,     0.0000585,     0.0000227
      7.10,      100.0000,      25.89883,     0.0003597,     0.0016673,     0.0010386,     0.0003885,     0.0001586,     0.0000589,     0.0000228
      7.20,      100.0006,      27.00076,     0.0003750,     0.0016760,     0.0010440,     0.0003905,     0.0001594,     0.0000592,     0.0000230
      7.30,      100.0000,      28.12359,     0.0003906,     0.0016840,     0.0010490,     0.0003924,     0.0001602,     0.0000594,     0.0000231
      7.40,       99.9995,      29.26122,     0.0004064,     0.0016912,     0.0010535,     0.0003941,     0.0001608,     0.0000597,     0.0000232
      7.50,      100.0000,      30.40740,     0.0004223,     0.0016976,     0.0010575,     0.0003956,     0.0001614,     0.0000599,     0.0000233
      7.60,      100.0000,      31.55614,     0.0004383,     0.0017032,     0.0010609,     0.0003969,     0.0001620,     0.0000601,     0.0000233
      7.70,      100.0006,      32.70166,     0.0004542,     0.0017080,     0.0010639,     0.0003980,     0.0001624,     0.0000603,     0.0000234
      7.80,      100.0000,      33.83854,     0.0004700,     0.0017119,     0.0010664,     0.0003989,     0.0001628,     0.0000604,     0.0000235
      7.90,       99.9995,      34.96181,     0.0004856,     0.0017150,     0.0010683,     0.0003996,     0.0001631,     0.0000605,     0.0000235
      8.00,      100.0000,      36.06702,     0.0005009,     0.0017174,     0.0010698,     0.0004002,     0.0001633,     0.0000606,     0.0000235
      8.10,      100.0000,      37.15028,     0.0005160,     0.0017191,     0.0010708,     0.0004005,     0.0001635,     0.0000607,     0.0000236
      8.20,      100.0000,      38.20824,     0.0005307,     0.0017200,     0.0010714,     0.0004008,     0.0001636,     0.0000607,     0.0000236
      8.30,      100.0006,      39.23815,     0.0005450,     0.0017204,     0.0010716,     0.0004009,     0.0001636,     0.0000607,     0.0000236
      8.40,       99.9995,      40.23779,     0.0005589,     0.0017202,     0.0010715,     0.0004008,     0.0001636,     0.0000607,     0.0000236
      8.50,      100.0000,      41.20546,     0.0005723,     0.0017194,     0.0010710,     0.0004006,     0.0001635,     0.0000607,     0.0000236
      8.60,      100.0000,      42.13995,     0.0005853,     0.0017183,     0.0010703,     0.0004004,     0.0001634,     0.0000607,     0.0000235
      8.70,      100.0000,      43.04049,     0.0005978,     0.0017167,     0.0010693,     0.0004000,     0.0001633,     0.0000606,     0.0000235
      8.80,      100.0006,      43.90672,     0.0006098,     0.0017147,     0.0010681,     0.0003995,     0.0001631,     0.0000605,     0.0000235
      8.90,       99.9989,      44.73862,     0.0006214,     0.0017125,     0.0010667,     0.0003990,     0.0001629,     0.0000605,     0.0000235
      9.00,      100.0006,      45.53645,     0.0006324,     0.0017101,     0.0010652,     0.0003984,     0.0001626,     0.0000604,     0.0000234
      9.10,      100.0000,      46.30075,     0.0006431,     0.0017074,     0.0010635,     0.0003978,     0.0001624,     0.0000603,     0.0000234
      9.20,      100.0000,      47.03226,     0.0006532,     0.0017046,     0.0010618,     0.0003972,     0.0001621,     0.0000602,     0.0000234
      9.30,      100.0000,      47.73191,     0.0006629,     0.0017017,     0.0010600,     0.0003965,     0.0001618,     0.0000601,     0.0000233
      9.40,       99.9995,      48.40073,     0.0006722,     0.0016987,     0.0010581,     0.0003958,     0.0001615,     0.0000600,     0.0000233
      9.50,      100.0006,      49.03986,     0.0006811,     0.0016957,     0.0010562,     0.0003951,     0.0001613,     0.0000599,     0.0000232
      9.60,       99.9995,      49.65054,     0.0006896,     0.0016926,     0.0010543,     0.0003944,     0.0001610,     0.0000597,     0.0000232
      9.70,      100.0006,      50.23400,     0.0006977,     0.0016896,     0.0010525,     0.0003937,     0.0001607,     0.0000596,     0.0000231
      9.80,      100.0006,      50.79155,     0.0007054,     0.0016866,     0.0010506,     0.0003930,     0.0001604,     0.0000595,     0.0000231
      9.90,       99.9995,      51.32447,     0.0007128,     0.0016837,     0.0010488,     0.0003923,     0.0001601,     0.0000594,     0.0000231
     10.00,       99.9995,      51.83405,     0.0007199,     0.0016809,     0.0010470,     0.0003916,     0.0001599,     0.0000593,     0.0000230
     10.10,      100.0006,      52.32154,     0.0007267,     0.0016781,     0.0010453,     0.0003910,     0.0001596,     0.0000592,     0.0000230
     10.20,       99.9995,      52.78817,     0.0007332,     0.0016755,     0.0010437,     0.0003904,     0.0001593,     0.0000591,     0.0000230
     10.30,      100.0006,      53.23514,     0.0007394,     0.0016730,     0.0010421,     0.0003898,     0.0001591,     0.0000591,     0.0000229
     10.40,       99.9995,      53.66359,     0.0007453,     0.0016706,     0.0010406,     0.0003893,     0.0001589,     0.0000590,     0.0000229
     10.50,      100.0006,      54.07461,     0.0007510,     0.0016684,     0.0010392,     0.0003887,     0.0001587,     0.0000589,     0.0000229
     10.60,       99.9995,      54.46924,     0.0007565,     0.0016663,     0.0010379,     0.0003882,     0.0001585,     0.0000588,     0.0000228
     10.70,      100.0006,      54.84847,     0.0007618,     0.0016643,     0.0010367,     0.0003878,     0.0001583,     0.0000588,     0.0000228
     10.80,      100.0006,      55.21323,     0.0007668,     0.0016625,     0.0010356,     0.0003874,     0.0001581,     0.0000587,     0.0000228
     10.90,       99.9995,      55.56441,     0.0007717,     0.0016608,     0.0010345,     0.0003870,     0.0001579,     0.0000586,     0.0000228
     11.00,       99.9995,      55.90285,     0.0007764,     0.0016593,     0.0010336,     0.0003866,     0.0001578,     0.0000586,     0.0000227
     11.10,      100.0006,      56.22932,     0.0007810,     0.0016580,     0.0010327,     0.0003863,     0.0001577,     0.0000585,     0.0000227
     11.20,       99.9995,      56.54454,     0.0007853,     0.0016567,     0.0010320,     0.0003860,     0.0001576,     0.0000585,     0.0000227
     11.30,      100.0006,      56.84919,     0.0007896,     0.0016557,     0.0010313,     0.0003858,     0.0001575,     0.0000584,     0.0000227
     11.40,      100.0006,      57.14392,     0.0007937,     0.0016547,     0.0010307,     0.0003856,     0.0001574,     0.0000584,     0.0000227
     11.50,       99.9983,      57.42930,     0.0007976,     0.0016540,     0.0010303,     0.0003854,     0.0001573,     0.0000584,     0.0000227
     11.60,      100.0006,      57.70591,     0.0008015,     0.0016533,     0.0010298,     0.0003852,     0.0001572,     0.0000584,     0.0000227
     11.70,      100.0006,      57.97423,     0.0008052,     0.0016528,     0.0010295,     0.0003851,     0.0001572,     0.0000583,     0.0000226
     11.80,       99.9995,      58.23476,     0.0008088,     0.0016524,     0.0010293,     0.0003850,     0.0001571,     0.0000583,     0.0000226
     11.90,      100.0006,      58.48793,     0.0008123,     0.0016521,     0.0010291,     0.0003849,     0.0001571,     0.0000583,     0.0000226
     12.00,       99.9995,      58.73415,     0.0008157,     0.0016520,     0.0010290,     0.0003849,     0.0001571,     0.0000583,     0.0000226
     12.10,      100.0006,      58.97380,     0.0008191,     0.0016519,     0.0010290,     0.0003849,     0.0001571,     0.0000583,     0.0000226
     12.20,       99.9995,      59.20724,     0.0008223,     0.0016520,     0.0010290,     0.0003849,     0.0001571,     0.0000583,     0.0000226
     12.30,      100.0006,      59.43481,     0.0008255,     0.0016522,     0.0010292,     0.0003850,     0.0001571,     0.0000583,     0.0000226
     12.40,       99.9995,      59.65678,     0.0008286,     0.0016525,     0.0010293,     0.0003850,     0.0001572,     0.0000583,     0.0000226
     12.50,       99.9995,      59.87347,     0.0008316,     0.0016529,     0.0010296,     0.0003851,     0.0001572,     0.0000583,     0.0000226
     12.60,      100.0006,      60.08512,     0.0008345,     0.0016533,     0.0010299,     0.0003852,     0.0001572,     0.0000584,     0.0000227
     12.70,      100.0006,      60.29197,     0.0008374,     0.0016539,     0.0010302,     0.0003854,     0.0001573,     0.0000584,     0.0000227
     12.80,       99.9995,      60.49427,     0.0008402,     0.0016545,     0.0010306,     0.0003855,     0.0001573,     0.0000584,     0.0000227
     12.90,      100.0006,      60.69221,     0.0008429,     0.0016552,     0.0010310,     0.0003857,     0.0001574,     0.0000584,     0.0000227
     13.00,       99.9995,      60.88601,     0.0008456,     0.0016560,     0.0010315,     0.0003859,     0.0001575,     0.0000585,     0.0000227
     13.10,       99.9995,      61.07582,     0.0008483,     0.0016569,     0.0010321,     0.0003861,     0.0001576,     0.0000585,     0.0000227
     13.20,      100.0006,      61.26183,     0.0008508,     0.0016578,     0.0010326,     0.0003863,     0.0001577,     0.0000585,     0.0000227
     13.30,      100.0006,      61.44420,     0.0008534,     0.0016588,     0.0010332,     0.0003865,     0.0001577,     0.0000586,     0.0000227
     13.40,       99.9995,      61.62308,     0.0008559,     0.0016598,     0.0010339,     0.0003867,     0.0001578,     0.0000586,     0.0000227
     13.50,       99.9995,      61.79858,     0.0008583,     0.0016609,     0.0010346,     0.0003870,     0.0001580,     0.0000586,     0.0000228
     13.60,      100.0006,      61.97088,     0.0008607,     0.0016620,     0.0010353,     0.0003873,     0.0001581,     0.0000587,     0.0000228
     13.70,       99.9995,      62.14008,     0.0008630,     0.0016632,     0.0010360,     0.0003875,     0.0001582,     0.0000587,     0.0000228
     13.80,      100.0006,      62.30629,     0.0008654,     0.0016644,     0.0010368,     0.0003878,     0.0001583,     0.0000588,     0.0000228
     13.90,      100.0006,      62.46962,     0.0008676,     0.0016657,     0.0010376,     0.0003881,     0.0001584,     0.0000588,     0.0000228
     14.00,       99.9995,      62.63017,     0.0008699,     0.0016670,     0.0010384,     0.0003884,     0.0001585,     0.0000588,     0.0000228
     14.10,       99.9995,      62.78802,     0.0008720,     0.0016683,     0.0010392,     0.0003887,     0.0001587,     0.0000589,     0.0000229
     14.20,      100.0017,      62.94329,     0.0008742,     0.0016697,     0.0010401,     0.0003890,     0.0001588,     0.0000589,     0.0000229
     14.30,       99.9983,      63.09606,     0.0008763,     0.0016711,     0.0010409,     0.0003894,     0.0001589,     0.0000590,     0.0000229
     14.40,       99.9995,      63.24639,     0.0008784,     0.0016725,     0.0010418,     0.0003897,     0.0001591,     0.0000590,     0.0000229
     14.50,      100.0017,      63.39437,     0.0008805,     0.0016740,     0.0010427,     0.0003900,     0.0001592,     0.0000591,     0.0000229
     14.60,       99.9995,      63.54006,     0.0008825,     0.0016754,     0.0010436,     0.0003904,     0.0001593,     0.0000591,     0.0000230
     14.70,      100.0006,      63.68354,     0.0008845,     0.0016769,     0.0010445,     0.0003907,     0.0001595,     0.0000592,     0.0000230
     14.80,       99.9995,      63.82488,     0.0008864,     0.0016784,     0.0010455,     0.0003911,     0.0001596,     0.0000592,     0.0000230
     14.90,       99.9995,      63.96413,     0.0008884,     0.0016799,     0.0010464,     0.0003914,     0.0001598,     0.0000593,     0.0000230
     15.00,      100.0006,      64.10134,     0.0008903,     0.0016815,     0.0010474,     0.0003918,     0.0001599,     0.0000594,     0.0000230
     15.10,       99.9995,      64.23659,     0.0008922,     0.0016830,     0.0010483,     0.0003921,     0.0001601,     0.0000594,     0.0000231
     15.20,      100.0006,      64.36992,     0.0008940,     0.0016845,     0.0010493,     0.0003925,     0.0001602,     0.0000595,     0.0000231
     15.30,       99.9995,      64.50137,     0.0008958,     0.0016861,     0.0010503,     0.0003929,     0.0001603,     0.0000595,     0.0000231
     15.40,       99.9995,      64.63101,     0.0008976,     0.0016877,     0.0010512,     0.0003932,     0.0001605,     0.0000596,     0.0000231
     15.50,      100.0017,      64.75887,     0.0008994,     0.0016892,     0.0010522,     0.0003936,     0.0001606,     0.0000596,     0.0000231
     15.60,       99.9995,      64.88500,     0.0009012,     0.0016908,     0.0010532,     0.0003940,     0.0001608,     0.0000597,     0.0000232
     15.70,      100.0006,      65.00945,     0.0009029,     0.0016924,     0.0010542,     0.0003943,     0.0001609,     0.0000597,     0.0000232
     15.80,       99.9995,      65.13226,     0.0009046,     0.0016939,     0.0010552,     0.0003947,     0.0001611,     0.0000598,     0.0000232
     15.90,       99.9995,      65.25345,     0.0009063,     0.0016955,     0.0010561,     0.0003951,     0.0001612,     0.0000599,     0.0000232
     16.00,      100.0006,      65.37308,     0.0009079,     0.0016971,     0.0010571,     0.0003954,     0.0001614,     0.0000599,     0.0000233
     16.10,       99.9995,      65.49117,     0.0009096,     0.0016987,     0.0010581,     0.0003958,     0.0001615,     0.0000600,     0.0000233
     16.20,      100.0006,      65.60776,     0.0009112,     0.0017002,     0.0010591,     0.0003962,     0.0001617,     0.0000600,     0.0000233
     16.30,       99.9995,      65.72289,     0.0009128,     0.0017018,     0.0010600,     0.0003965,     0.0001618,     0.0000601,     0.0000233
     16.40,       99.9995,      65.83659,     0.0009144,     0.0017034,     0.0010610,     0.0003969,     0.0001620,     0.0000601,     0.0000233
     16.50,      100.0006,      65.94890,     0.0009159,     0.0017049,     0.0010620,     0.0003972,     0.0001621,     0.0000602,     0.0000234
     16.60,       99.9995,      66.05981,     0.0009175,     0.0017065,     0.0010630,     0.0003976,     0.0001623,     0.0000602,     0.0000234
     16.70,      100.0017,      66.16940,     0.0009190,     0.0017080,     0.0010639,     0.0003980,     0.0001624,     0.0000603,     0.0000234
     16.80,       99.9995,      66.27768,     0.0009205,     0.0017096,     0.0010649,     0.0003983,     0.0001626,     0.0000603,     0.0000234
     16.90,       99.9995,      66.38467,     0.0009220,     0.0017111,     0.0010658,     0.0003987,     0.0001627,     0.0000604,     0.0000234
     17.00,      100.0006,      66.49040,     0.0009235,     0.0017126,     0.0010668,     0.0003990,     0.0001629,     0.0000605,     0.0000235
     17.10,       99.9995,      66.59490,     0.0009249,     0.0017141,     0.0010677,     0.0003994,     0.0001630,     0.0000605,     0.0000235
     17.20,      100.0006,      66.69818,     0.0009264,     0.0017157,     0.0010687,     0.0003997,     0.0001632,     0.0000606,     0.0000235
     17.30,       99.9995,      66.80029,     0.0009278,     0.0017172,     0.0010696,     0.0004001,     0.0001633,     0.0000606,     0.0000235
     17.40,       99.9995,      66.90123,     0.0009292,     0.0017187,     0.0010706,     0.0004004,     0.0001634,     0.0000607,     0.0000235
     17.50,      100.0006,      67.00104,     0.0009306,     0.0017202,     0.0010715,     0.0004008,     0.0001636,     0.0000607,     0.0000236
     17.60,       99.9995,      67.09972,     0.0009319,     0.0017216,     0.0010724,     0.0004011,     0.0001637,     0.0000608,     0.0000236
     17.70,      100.0017,      67.19733,     0.0009333,     0.0017231,     0.0010733,     0.0004015,     0.0001639,     0.0000608,     0.0000236
     17.80,       99.9983,      67.29385,     0.0009346,     0.0017246,     0.0010742,     0.0004018,     0.0001640,     0.0000609,     0.0000236
     17.90,       99.9995,      67.38931,     0.0009360,     0.0017260,     0.0010751,     0.0004022,     0.0001641,     0.0000609,     0.0000236
     18.00,      100.0017,      67.48374,     0.0009373,     0.0017275,     0.0010760,     0.0004025,     0.0001643,     0.0000610,     0.0000237
     18.10,       99.9995,      67.57715,     0.0009386,     0.0017289,     0.0010769,     0.0004028,     0.0001644,     0.0000610,     0.0000237
     18.20,      100.0006,      67.66956,     0.0009398,     0.0017303,     0.0010778,     0.0004032,     0.0001646,     0.0000611,     0.0000237
     18.30,       99.9995,      67.76100,     0.0009411,     0.0017317,     0.0010787,     0.0004035,     0.0001647,     0.0000611,     0.0000237
     18.40,       99.9995,      67.85148,     0.0009424,     0.0017331,     0.0010796,     0.0004038,     0.0001648,     0.0000612,     0.0000237
     18.50,      100.0006,      67.94101,     0.0009436,     0.0017345,     0.0010804,     0.0004041,     0.0001650,     0.0000612,     0.0000238
     18.60,       99.9995,      68.02961,     0.0009448,     0.0017359,     0.0010813,     0.0004045,     0.0001651,     0.0000613,     0.0000238
     18.70,      100.0006,      68.11730,     0.0009461,     0.0017372,     0.0010821,     0.0004048,     0.0001652,     0.0000613,     0.0000238
     18.80,       99.9995,      68.20410,     0.0009473,     0.0017386,     0.0010830,     0.0004051,     0.0001653,     0.0000614,     0.0000238
     18.90,       99.9995,      68.29001,     0.0009485,     0.0017399,     0.0010838,     0.0004054,     0.0001655,     0.0000614,     0.0000238
     19.00,      100.0017,      68.37506,     0.0009496,     0.0017413,     0.0010846,     0.0004057,     0.0001656,     0.0000615,     0.0000239
     19.10,       99.9995,      68.45926,     0.0009508,     0.0017426,     0.0010855,     0.0004060,     0.0001657,     0.0000615,     0.0000239
     19.20,       99.9995,      68.54262,     0.0009520,     0.0017439,     0.0010863,     0.0004063,     0.0001658,     0.0000616,     0.0000239
     19.30,       99.9995,      68.62515,     0.0009531,     0.0017452,     0.0010871,     0.0004066,     0.0001660,     0.0000616,     0.0000239
     19.40,       99.9995,      68.70688,     0.0009543,     0.0017465,     0.0010879,     0.0004069,     0.0001661,     0.0000617,     0.0000239
     19.50,      100.0017,      68.78781,     0.0009554,     0.0017478,     0.0010887,     0.0004072,     0.0001662,     0.0000617,     0.0000239
     19.60,       99.9995,      68.86796,     0.0009565,     0.0017491,     0.0010895,     0.0004075,     0.0001663,     0.0000617,     0.0000240
     19.70,      100.0017,      68.94734,     0.0009576,     0.0017503,     0.0010903,     0.0004078,     0.0001665,     0.0000618,     0.0000240
     19.80,       99.9995,      69.02596,     0.0009587,     0.0017516,     0.0010911,     0.0004081,     0.0001666,     0.0000618,     0.0000240
     19.90,       99.9995,      69.10383,     0.0009598,     0.0017528,     0.0010918,     0.0004084,     0.0001667,     0.0000619,     0.0000240
     20.00,       99.9995,      69.18097,     0.0009608,     0.0017541,     0.0010926,     0.0004087,     0.0001668,     0.0000619,     0.0000240
     20.10,       99.9995,      69.25739,     0.0009619,     0.0017553,     0.0010934,     0.0004090,     0.0001669,     0.0000620,     0.0000240
     20.20,      100.0017,      69.33308,     0.0009629,     0.0017565,     0.0010941,     0.0004093,     0.0001670,     0.0000620,     0.0000241
     20.30,       99.9995,      69.40810,     0.0009640,     0.0017577,     0.0010949,     0.0004095,     0.0001672,     0.0000620,     0.0000241
     20.40,       99.9995,      69.48241,     0.0009650,     0.0017589,     0.0010956,     0.0004098,     0.0001673,     0.0000621,     0.0000241
     20.50,       99.9995,      69.55605,     0.0009660,     0.0017601,     0.0010963,     0.0004101,     0.0001674,     0.0000621,     0.0000241
     20.60,       99.9995,      69.62901,     0.0009671,     0.0017612,     0.0010971,     0.0004104,     0.0001675,     0.0000622,     0.0000241
     20.70,      100.0017,      69.70131,     0.0009681,     0.0017624,     0.0010978,     0.0004106,     0.0001676,     0.0000622,     0.0000241
